epoch,stage,clean_weight,noisy_weight,clean_prob,noisy_prob
78,C3_anneal,1.000000,1.000000,0.500000,0.500000
79,C3_anneal,1.000000,1.000000,0.500000,0.500000
80,C3_anneal,1.000000,1.000000,0.500000,0.500000
81,C3_anneal,1.000000,1.000000,0.500000,0.500000
82,C3_anneal,1.000000,1.000000,0.500000,0.500000
83,C3_anneal,1.000000,1.000000,0.500000,0.500000
84,C3_anneal,1.000000,1.000000,0.500000,0.500000
85,C3_anneal,1.000000,1.000000,0.500000,0.500000
86,C3_anneal,1.000000,1.000000,0.500000,0.500000
87,C3_anneal,1.000000,1.000000,0.500000,0.500000
88,C3_anneal,1.000000,1.000000,0.500000,0.500000
89,C3_anneal,1.000000,1.000000,0.500000,0.500000
90,C3_anneal,1.000000,1.000000,0.500000,0.500000
91,C3_anneal,1.000000,1.000000,0.500000,0.500000
92,C3_anneal,1.000000,0.999384,0.500154,0.499846
93,C3_anneal,1.000000,0.997537,0.500617,0.499383
94,C3_anneal,1.000000,0.994468,0.501387,0.498613
95,C3_anneal,1.000000,0.990188,0.502465,0.497535
96,C3_anneal,1.000000,0.984717,0.503850,0.496150
97,C3_anneal,1.000000,0.978075,0.505542,0.494458
98,C3_anneal,1.000000,0.970291,0.507539,0.492461
99,C3_anneal,1.000000,0.961396,0.509841,0.490159
100,C3_anneal,1.000000,0.951426,0.512446,0.487554
101,C3_anneal,1.000000,0.940424,0.515351,0.484649
102,C3_anneal,1.000000,0.928434,0.518556,0.481444
103,C3_anneal,1.000000,0.915505,0.522056,0.477944
104,C3_anneal,1.000000,0.901690,0.525848,0.474152
105,C3_anneal,1.000000,0.887047,0.529929,0.470071
106,C3_anneal,1.000000,0.871635,0.534292,0.465708
107,C3_anneal,1.000000,0.855518,0.538933,0.461067
108,C3_anneal,1.000000,0.838761,0.543844,0.456156
109,C3_anneal,1.000000,0.821435,0.549018,0.450982
110,C3_anneal,1.000000,0.803610,0.554444,0.445556
111,C3_anneal,1.000000,0.785358,0.560112,0.439888
112,C3_anneal,1.000000,0.766756,0.566009,0.433991
113,C3_anneal,1.000000,0.747880,0.572122,0.427878
114,C3_anneal,1.000000,0.728807,0.578434,0.421566
115,C3_anneal,1.000000,0.709615,0.584927,0.415073
116,C3_anneal,1.000000,0.690385,0.591581,0.408419
117,C3_anneal,1.000000,0.671193,0.598375,0.401625
118,C3_anneal,1.000000,0.652120,0.605283,0.394717
119,C3_anneal,1.000000,0.633244,0.612278,0.387722
120,C3_anneal,1.000000,0.614642,0.619332,0.380668
121,C3_anneal,1.000000,0.596390,0.626413,0.373587
122,C3_anneal,1.000000,0.578565,0.633487,0.366513
